iter	Logloss
607	0.3006425042
608	0.3004647885
609	0.3003785
610	0.3002412193
611	0.3000156785
612	0.2997575431
613	0.2994541993
614	0.2992620983
615	0.2991445365
616	0.2989841228
617	0.2988338335
618	0.2986469442
619	0.2983733508
620	0.2980605433
621	0.2979531756
622	0.2978998269
623	0.2977408121
624	0.2975048539
625	0.2971976793
626	0.2969648948
627	0.2966626779
628	0.296514992
629	0.2963637971
630	0.2960831586
631	0.2959577545
632	0.2957910646
633	0.295563556
634	0.2952933197
635	0.2950759669
636	0.2950329489
637	0.2948537313
638	0.2947218673
639	0.2946176175
640	0.2944938417
641	0.294257248
642	0.2940649375
643	0.2938114895
644	0.2937505579
645	0.2936079851
646	0.2934097816
647	0.2932549432
648	0.2930726948
649	0.2929765626
650	0.2927467648
651	0.292511173
652	0.2921902671
653	0.2918198846
654	0.291636772
655	0.2914807862
656	0.2913826121
657	0.2911857016
658	0.2910073873
659	0.2908668142
660	0.2906517242
661	0.2905478914
662	0.2903412943
663	0.2901635993
664	0.2900098335
665	0.2897959249
666	0.2897079006
667	0.2896163815
668	0.2894437641
669	0.2893267219
670	0.2891539358
671	0.2889203583
672	0.2886555598
673	0.2885358785
674	0.2884118978
675	0.2881649926
676	0.2881248587
677	0.287984424
678	0.2878298459
679	0.287700672
680	0.2876563589
681	0.287410719
682	0.2871574082
683	0.2869296714
684	0.2867365156
685	0.2864290916
686	0.2861967108
687	0.2861258905
688	0.2859605394
689	0.2857782115
690	0.2856084323
691	0.2854898982
692	0.2852248384
693	0.2850373382
694	0.2848170555
695	0.2847428313
696	0.284634581
697	0.2843224228
698	0.2842535433
699	0.2842218273
700	0.283945844
701	0.2838237925
702	0.2835493535
703	0.2834816029
704	0.2833108018
705	0.2830528224
706	0.2828719915
707	0.2826230441
708	0.2823881971
709	0.2820673023
710	0.2819450423
711	0.2817741891
712	0.2816428864
713	0.2814667188
714	0.2811181228
715	0.2810334951
716	0.2808567888
717	0.2807652329
718	0.2805238136
719	0.2804330932
720	0.2802765726
721	0.2798311216
722	0.279557196
723	0.2794315283
724	0.2793196989
725	0.2791377993
726	0.2788631656
727	0.2787205142
728	0.2785826521
729	0.2781694996
730	0.2780705606
731	0.2778219686
732	0.277636328
733	0.2773760215
734	0.2771585015
735	0.2768790461
736	0.2766789393
737	0.276528228
738	0.276407856
739	0.2760862143
740	0.2759600137
741	0.2756613805
742	0.2755963514
743	0.2754448099
744	0.2751468295
745	0.2748905372
746	0.2747119048
747	0.2745972135
748	0.2745097901
749	0.2743667257
750	0.274110023
751	0.2739973438
752	0.2738352176
753	0.2735098487
754	0.2731195844
755	0.2730091234
756	0.2727964417
757	0.2726268762
758	0.2724937723
759	0.2722450494
760	0.2720083182
761	0.2718682863
762	0.2717384102
763	0.2715308723
764	0.2713002355
765	0.2708518435
766	0.2707872797
767	0.2706018715
768	0.2704597151
769	0.270193769
770	0.2698574916
771	0.2696373569
772	0.2694958656
773	0.2692413968
774	0.2690078857
775	0.268776988
776	0.2685900445
777	0.2683933038
778	0.2681954435
779	0.2680347561
780	0.2677536626
781	0.2676743907
782	0.2675364365
783	0.2673513937
784	0.2671625561
785	0.2669663742
786	0.266816212
787	0.2666086503
788	0.2663971959
789	0.2660416962
790	0.2657614051
791	0.2656051171
792	0.2654413634
793	0.2652876458
794	0.2649703151
795	0.2647518608
796	0.2644020379
797	0.2643115862
798	0.2641827115
799	0.2639774187
800	0.2637703325
801	0.2636848408
802	0.263545768
803	0.2633982652
804	0.2630263555
805	0.2628944105
806	0.262686508
807	0.2625358886
808	0.2622324969
809	0.2620315791
810	0.2618409784
811	0.2617065171
812	0.2614320537
813	0.2613593481
814	0.2611676609
815	0.2610702072
816	0.2609065741
817	0.2607167409
818	0.2604681592
819	0.2603818321
820	0.2601962605
821	0.2600398755
822	0.2599888977
823	0.2597238449
824	0.2594158793
825	0.2590488013
826	0.2589709894
827	0.25888673
828	0.258706411
829	0.2585551989
830	0.2581251756
831	0.2579700759
832	0.2577629139
833	0.2575377086
834	0.2573601795
835	0.2571736048
836	0.2570037188
837	0.2568025946
838	0.2565396399
839	0.2564878481
840	0.2563691447
841	0.2562268247
842	0.2559293096
843	0.255855108
844	0.2555751064
845	0.2553054756
846	0.2552023967
847	0.2551249905
848	0.2549571327
849	0.2547525191
850	0.2544913007
851	0.2542755867
852	0.2539819842
853	0.2538246926
854	0.2535804242
855	0.2533161569
856	0.2531148777
857	0.2528941585
858	0.2527121012
859	0.2523825586
860	0.2522176957
861	0.2520874319
862	0.2517236828
863	0.2514446459
864	0.2512490407
865	0.2511610822
866	0.2510216699
867	0.2507875133
868	0.2506506232
869	0.2505541916
870	0.2503719282
871	0.2501422167
872	0.2498572742
873	0.2496524573
874	0.2494704655
875	0.2492043461
876	0.248947691
877	0.2488586425
878	0.2486420307
879	0.2484523962
880	0.248309089
881	0.2481349687
882	0.2479614268
883	0.2478957819
884	0.2477339293
885	0.2475524878
886	0.2473449468
887	0.247171731
888	0.2468007766
889	0.2466246197
890	0.2464339878
891	0.2462297492
892	0.2460293082
893	0.2459084479
894	0.2457981593
895	0.2455124733
896	0.2453676434
897	0.2452189471
898	0.2450387158
899	0.244870233
900	0.2447009132
901	0.2445250777
902	0.244401802
903	0.2442448732
904	0.2440785542
905	0.2438762152
906	0.2437894886
907	0.2435324148
908	0.243253896
909	0.2431812985
910	0.2430881223
911	0.2430213797
912	0.2428895604
913	0.2428066965
914	0.2426829839
915	0.2425780838
916	0.242441899
917	0.2423265552
918	0.2422271521
919	0.2420567408
920	0.2417711121
921	0.2416099164
922	0.2414492045
923	0.2412163358
924	0.241123165
925	0.2408864787
926	0.2407410407
927	0.2406181488
928	0.2404752993
929	0.2401784673
930	0.2399291169
931	0.2397500661
932	0.2395976941
933	0.2394933893
934	0.2393411886
935	0.2391172919
936	0.2390328862
937	0.2388528275
938	0.2386522178
939	0.2383763066
940	0.2382262992
941	0.2380411312
942	0.2379728224
943	0.2376223102
944	0.2375090751
945	0.2373420493
946	0.237154478
947	0.236942269
948	0.2368992218
949	0.2368069823
950	0.2367333271
951	0.2366624663
952	0.2365073094
953	0.2363938996
954	0.2362109932
955	0.2359925536
956	0.2358874273
957	0.2358162169
958	0.2356211724
959	0.2355160737
960	0.2354242638
961	0.2352729393
962	0.2350495543
963	0.2348456179
964	0.2347305263
965	0.2346298474
966	0.2343856208
967	0.2342551353
968	0.2340529565
969	0.2339018854
970	0.2338123105
971	0.2336506527
972	0.233486581
973	0.2333137994
974	0.2332145945
975	0.2331968438
976	0.2330122262
977	0.2327025457
978	0.232512349
979	0.2324165229
980	0.2321840784
981	0.2320183695
982	0.2317864652
983	0.2316153242
984	0.2314821353
985	0.2313644154
986	0.2313508013
987	0.2312683221
988	0.231104967
989	0.2309590448
990	0.2307374442
991	0.2305171519
992	0.2304378748
993	0.2302267635
994	0.2300360384
995	0.2298076512
996	0.2296085779
997	0.2295013561
998	0.2293410124
999	0.2291210026
