tong,male50AgeNmprCnt,feml40AgeNmprCnt,male80AgeNmprCnt,male20AgeNmprCnt,stdgNm,ban,totNmprCnt,feml0AgeNmprCnt,male40AgeNmprCnt,ctpvNm,male90AgeNmprCnt,dongNm,feml10AgeNmprCnt,feml50AgeNmprCnt,male10AgeNmprCnt,feml100AgeNmprCnt,feml90AgeNmprCnt,male30AgeNmprCnt,feml20AgeNmprCnt,feml60AgeNmprCnt,femlNmprCnt,stdgCd,liNm,feml30AgeNmprCnt,male0AgeNmprCnt,feml80AgeNmprCnt,male100AgeNmprCnt,maleNmprCnt,sggNm,male60AgeNmprCnt,male70AgeNmprCnt,feml70AgeNmprCnt,admmCd,statsYm
,4374,1735,2255,1457,,,50086,787,2428,경상북도,225,,991,3443,1117,26,800,1603,1056,6041,25278,4773000000,,1262,848,4435,2,24808,의성군,6471,4028,4702,,202312
,2227,919,977,826,,,24019,396,1159,경상북도,94,,510,1841,546,4,302,923,539,2891,11956,4775000000,,580,426,1845,1,12063,청송군,3026,1858,2129,,202312
,1551,597,658,495,,,15661,262,813,경상북도,51,,422,1117,449,11,232,489,371,1810,7856,4776000000,,393,266,1297,2,7805,영양군,1904,1127,1344,,202312
,3127,1527,1362,1144,,,34055,619,1735,경상북도,138,,898,2584,962,15,491,1036,815,3820,17823,4777000000,,927,596,2961,0,16232,영덕군,3741,2391,3166,,202312
,3652,1733,1563,1278,,,41316,600,2195,경상북도,161,,1039,3198,1086,16,651,1258,951,4907,20823,4782000000,,1039,637,3019,1,20493,청도군,5296,3366,3670,,202312
,3133,1461,945,1203,,,30139,525,1781,경상북도,96,,820,2401,950,8,333,1012,863,3228,14662,4783000000,,830,543,1913,0,15477,고령군,3731,2083,2280,,202312
,4238,1723,1264,1596,,,42086,745,2458,경상북도,135,,995,3324,1130,10,492,1681,1012,4810,20086,4784000000,,1271,764,2420,4,22000,성주군,5636,3094,3284,,202312
,11358,9072,1621,6036,,,110581,3349,10562,경상북도,175,,5177,9560,5757,25,598,6500,4169,7691,52615,4785000000,,5344,3502,3351,1,57966,칠곡군,8668,3786,4279,,202312
,4202,3474,1828,2140,,,55325,1992,3637,경상북도,176,,2263,3550,2430,15,668,2596,1652,4950,28101,4790000000,,2450,1986,3489,3,27224,예천군,5100,3126,3598,,202312
,2793,1163,1191,961,,,29603,440,1560,경상북도,138,,844,2199,874,12,425,856,628,3475,14513,4792000000,,640,531,2290,1,15090,봉화군,3974,2211,2397,,202312
,4552,2603,1280,2351,,,46669,1166,2978,경상북도,126,,1514,3622,1803,14,628,2113,1536,4527,23116,4793000000,,1669,1214,2839,2,23553,울진군,4621,2513,2998,,202312
,1084,457,213,501,,,9077,143,738,경상북도,22,,224,737,217,0,69,501,293,902,4044,4794000000,,312,167,325,0,5033,울릉군,1052,538,582,,202312
,89972,77848,10994,62525,,,1009038,32624,82096,경상남도,806,,46548,91832,50250,64,3457,64951,48200,81970,498405,4812000000,,56354,34431,20159,12,510633,창원시,79965,34631,39349,,202312
,19555,15753,1951,13771,,,213342,7194,16822,경상남도,144,,9264,20653,9991,12,670,14069,10632,17304,104889,4812100000,,12221,7411,3903,0,108453,창원시 의창구,17813,6926,7283,,202312
,23340,19146,1325,18171,,,245259,7936,18501,경상남도,116,,11627,25921,12718,11,553,18547,13792,17433,120149,4812300000,,15738,8278,2625,2,125110,창원시 성산구,18800,5312,5367,,202312
,14561,12697,2974,9535,,,179394,5577,14222,경상남도,210,,7165,14358,7602,17,957,10317,7595,16993,90278,4812500000,,9308,6009,5411,8,89116,창원시 마산합포구,15260,8418,10200,,202312
,16256,13416,2480,10028,,,179818,4814,14089,경상남도,150,,8109,16289,8798,13,602,9807,8154,16795,90159,4812700000,,8539,5056,4173,1,89659,창원시 마산회원구,15230,7764,9255,,202312
,16260,16836,2264,11020,,,191225,7103,18462,경상남도,186,,10383,14611,11141,11,675,12211,8027,13445,92930,4812900000,,10548,7677,4047,1,98295,창원시 진해구,12862,6211,7244,,202312
,28602,25587,4748,22428,,,341074,11380,24905,경상남도,400,,16151,29213,17709,46,1691,20528,18501,26807,172682,4817000000,,18453,12076,9595,5,168392,진주시,24739,12252,15258,,202312
,11466,9182,1879,5252,,,120551,3310,10205,경상남도,126,,6006,10312,6382,13,598,5249,3979,11390,60034,4822000000,,4977,3347,3758,0,60517,통영시,10924,5687,6509,,202312
,10110,7911,2071,5862,,,109030,3142,8682,경상남도,179,,4884,8861,5229,14,845,5767,3784,9268,53891,4824000000,,4632,3317,4346,2,55139,사천시,8999,4921,6204,,202312
,51694,45920,4515,33048,,,533659,19172,45884,경상남도,330,,28953,51022,30468,31,1424,33134,27032,34544,263904,4825000000,,30200,20507,9302,4,269755,김해시,36598,13573,16304,,202312
,8978,5639,2515,4383,,,102084,2178,6379,경상남도,218,,3483,8573,3819,13,889,4229,3204,11479,51728,4827000000,,3626,2290,5281,2,50356,밀양시,11298,6245,7363,,202312
,23592,21390,1932,11563,,,234038,9138,24699,경상남도,180,,13614,19450,14739,18,780,13545,8563,15402,111496,4831000000,,12612,9794,3872,4,122542,거제시,16109,6385,6657,,202312
,30746,30157,3996,18772,,,355122,13850,31472,경상남도,320,,17591,30772,18164,32,1075,22863,16178,25913,177526,4833000000,,21466,14684,7230,8,177596,양산시,25342,11229,13262,,202312
,2405,1056,897,881,,,25475,379,1365,경상남도,106,,629,1884,719,12,458,787,580,2803,12807,4872000000,,713,459,2228,5,12668,의령군,3294,1750,2065,,202312
,6003,3832,1341,2615,,,60203,1328,4280,경상남도,132,,2635,4838,2888,7,588,2342,1740,5693,29363,4873000000,,1994,1467,3062,0,30840,함안군,6492,3280,3646,,202312
,5410,2784,1647,2058,,,57083,1085,3425,경상남도,147,,1786,4533,1985,12,694,2241,1394,6510,28555,4874000000,,1691,1139,3719,1,28528,창녕군,6724,3751,4347,,202312
,4848,2559,1450,1942,,,49468,861,3098,경상남도,147,,1771,3918,2164,9,665,1628,1326,5267,24498,4882000000,,1322,872,3069,0,24970,고성군,5519,3302,3731,,202312
,3655,1852,1511,1616,,,40780,625,2049,경상남도,197,,1155,3034,1432,21,855,1161,976,4438,20921,4884000000,,995,701,3412,1,19859,남해군,4506,3030,3558,,202312
,4164,1728,1482,1483,,,41606,662,2132,경상남도,168,,1099,3390,1298,15,697,1231,1007,4656,20781,4885000000,,1026,693,3127,1,20825,하동군,5228,2945,3374,,202312
,3339,1355,1216,1151,,,33752,467,1597,경상남도,108,,864,2740,1031,15,563,966,829,3904,16994,4886000000,,783,498,2734,2,16758,산청군,4330,2520,2740,,202312
,3491,1749,1266,1371,,,36945,684,1917,경상남도,127,,1268,2976,1418,14,572,1136,1042,3926,19023,4887000000,,1020,692,2856,4,17922,함양군,4138,2362,2916,,202312
,5295,3459,1642,2995,,,60047,1436,3556,경상남도,204,,2567,4896,3093,22,726,2358,2103,5658,30492,4888000000,,2084,1548,3582,2,29555,거창군,5728,3134,3959,,202312
,3844,1565,1643,1354,,,41203,552,1989,경상남도,160,,1022,2999,1133,28,720,1174,974,4713,21071,4889000000,,897,611,3860,4,20132,합천군,5143,3077,3741,,202312
,43766,39374,6185,30145,,,491654,18845,40458,제주특별자치도,598,,25481,41898,27253,195,2736,30497,26899,32671,246093,5011000000,,29443,19787,11251,12,245561,제주시,32230,14630,17300,,202312
,17526,14015,3371,9303,,,183598,6172,14873,제주특별자치도,320,,8520,15297,9215,83,1332,9116,7690,14358,91183,5013000000,,9111,6599,6017,5,92415,서귀포시,14724,7363,8588,,202312
,23568,20698,5065,19722,,,286426,9258,20109,강원특별자치도,527,,12558,23329,13502,40,1610,17847,17250,22802,145007,5111000000,,16458,9659,8848,23,141419,춘천시,21557,9840,12156,,202312
,31111,28121,5122,22492,,,361503,12514,27502,강원특별자치도,494,,16886,31426,17793,44,1690,23354,19814,27562,182388,5113000000,,22191,13104,9183,11,179115,원주시,27149,10983,12957,,202312
,18645,14697,4217,12429,,,209439,5526,14894,강원특별자치도,400,,8235,17861,9145,51,1469,10889,10225,19335,105680,5115000000,,9469,5887,7317,9,103759,강릉시,17853,9391,11495,,202312
,8375,6410,1705,4982,,,88625,2650,6835,강원특별자치도,120,,3943,7547,4323,11,506,4564,3503,7886,43580,5117000000,,3680,2776,2828,2,45045,동해시,7437,3926,4616,,202312
,3690,2627,875,1767,,,38702,865,2904,강원특별자치도,40,,1628,3170,1757,6,199,1534,1286,3808,19226,5119000000,,1310,958,1566,2,19476,태백시,3833,2116,2761,,202312
,7339,5842,1370,4605,,,82054,2461,5829,강원특별자치도,125,,3358,7588,3468,6,484,4939,3525,7684,41434,5121000000,,4007,2602,2427,4,40620,속초시,7143,3196,4052,,202312
,5944,3625,1461,3745,,,62651,1570,4206,강원특별자치도,155,,2325,4816,2481,21,567,2648,2844,5995,30829,5123000000,,2250,1626,2979,1,31822,삼척시,6190,3365,3837,,202312
,6065,3419,1795,3433,,,67309,1569,3930,강원특별자치도,156,,2240,5354,2304,18,612,3084,2319,7629,32654,5172000000,,2460,1624,3102,5,34655,홍천군,8314,3945,3932,,202312
,4325,2119,1411,1801,,,46359,879,2540,강원특별자치도,106,,1582,3815,1767,18,458,1645,1364,5640,22533,5173000000,,1362,994,2299,2,23826,횡성군,6142,3093,2997,,202312
,3736,1886,1088,1587,,,37332,669,2148,강원특별자치도,95,,1129,3052,1447,7,325,1291,1212,4110,18014,5175000000,,1077,751,1946,3,19318,영월군,4765,2407,2601,,202312
,4096,2070,1157,1835,,,40659,739,2426,강원특별자치도,84,,1222,3513,1401,14,326,1485,1199,4733,19603,5176000000,,1205,674,1842,3,21056,평창군,5313,2582,2740,,202312
,3606,1813,929,1349,,,34202,662,2361,강원특별자치도,74,,1095,2730,1144,12,276,1304,942,3786,16358,5177000000,,1012,653,1646,6,17844,정선군,4353,2065,2384,,202312
,3544,2315,984,2881,,,41448,1316,2575,강원특별자치도,90,,1558,3073,1725,13,278,2430,1651,3761,19970,5178000000,,1829,1343,1765,1,21478,철원군,3947,1958,2411,,202312
,1921,1095,605,1940,,,23007,695,1252,강원특별자치도,62,,811,1695,807,8,161,1562,988,1960,10686,5179000000,,1033,764,1072,6,12321,화천군,2379,1023,1168,,202312
,1726,1126,476,1567,,,21056,730,1254,강원특별자치도,48,,905,1498,940,2,150,1317,845,1852,9993,5180000000,,1008,724,864,3,11063,양구군,2118,890,1013,,202312
,2632,1785,637,2670,,,32020,1118,2121,강원특별자치도,63,,1129,2214,1158,6,208,2296,1218,2833,14598,5181000000,,1602,1171,1098,5,17422,인제군,3286,1383,1387,,202312
,2556,1321,768,1572,,,27305,639,1618,강원특별자치도,71,,748,2092,845,8,245,1328,946,2929,13287,5182000000,,1045,633,1426,5,14018,고성군,3059,1563,1888,,202312
,2606,1540,878,1262,,,27710,549,1806,강원특별자치도,65,,766,2255,928,13,283,1175,840,2998,13518,5183000000,,904,520,1384,1,14192,양양군,3182,1769,1986,,202312
