iter	Passed	Remaining
142	369	2213
143	372	2211
144	374	2209
145	377	2208
146	380	2206
147	382	2203
148	385	2203
149	388	2201
150	391	2198
151	393	2195
152	396	2193
153	398	2190
154	401	2189
155	404	2188
156	407	2187
157	409	2184
158	412	2181
159	414	2177
160	417	2174
161	419	2172
162	422	2168
163	424	2164
164	426	2160
165	429	2156
166	431	2153
167	434	2151
168	437	2151
169	440	2149
170	442	2146
171	444	2141
172	447	2138
173	449	2134
174	452	2131
175	454	2126
176	456	2123
177	458	2119
178	461	2116
179	463	2112
180	466	2108
181	468	2105
182	471	2102
183	473	2099
184	476	2097
185	478	2094
186	481	2091
187	483	2089
188	485	2085
189	488	2081
190	491	2080
191	493	2077
192	495	2073
193	498	2070
194	500	2067
195	503	2064
196	505	2060
197	507	2057
198	510	2053
199	512	2051
200	515	2048
201	517	2044
202	520	2042
203	522	2039
204	525	2037
205	528	2035
206	530	2032
207	532	2028
208	535	2025
209	537	2023
210	540	2021
211	543	2019
212	545	2016
213	548	2014
214	551	2011
215	553	2009
216	556	2006
217	558	2003
218	561	2001
219	564	2000
220	566	1998
221	569	1994
222	571	1991
223	573	1988
224	576	1985
225	579	1983
226	581	1980
227	584	1978
228	586	1975
229	589	1974
230	592	1972
231	595	1970
232	597	1967
233	600	1965
234	602	1961
235	604	1958
236	607	1954
237	609	1952
238	612	1950
239	615	1947
240	617	1943
241	619	1940
242	621	1936
243	624	1933
244	626	1930
245	628	1927
246	631	1923
247	633	1920
248	635	1917
249	638	1914
250	640	1912
251	643	1909
252	645	1905
253	647	1902
254	650	1900
255	653	1898
256	655	1895
257	658	1893
258	661	1891
259	663	1889
260	666	1887
261	668	1884
262	671	1880
263	673	1878
264	676	1875
265	678	1872
266	681	1871
267	684	1868
268	686	1865
269	688	1862
270	691	1859
271	694	1857
272	696	1855
273	699	1852
274	701	1849
275	703	1845
276	706	1843
277	708	1840
278	711	1837
279	713	1835
280	716	1832
281	718	1830
282	721	1828
283	724	1825
284	726	1822
285	729	1820
286	731	1817
287	734	1815
288	737	1813
289	739	1810
290	741	1806
291	744	1804
292	746	1802
293	749	1799
294	752	1797
295	754	1795
296	757	1792
297	759	1789
298	762	1787
299	764	1784
300	766	1780
301	769	1778
302	772	1776
303	774	1773
304	777	1772
305	780	1769
306	782	1766
307	784	1763
308	787	1760
309	789	1757
310	791	1754
311	794	1751
312	796	1749
313	799	1746
314	801	1743
315	804	1740
316	806	1737
317	809	1735
318	811	1732
319	814	1730
320	816	1728
321	819	1725
322	821	1722
323	824	1720
324	827	1717
325	829	1715
326	832	1712
327	834	1710
328	837	1707
329	840	1705
330	842	1703
331	845	1701
332	848	1698
333	850	1696
334	853	1694
335	856	1691
336	858	1689
337	861	1687
338	864	1684
339	866	1682
340	869	1680
341	872	1678
342	874	1675
343	877	1672
344	879	1669
345	882	1667
346	884	1664
347	887	1662
348	889	1659
349	892	1657
350	895	1655
351	897	1652
352	900	1649
353	902	1646
354	904	1644
355	907	1641
356	909	1638
357	911	1635
358	914	1632
359	917	1631
360	920	1628
361	923	1626
362	925	1624
363	928	1622
364	931	1619
365	933	1616
366	935	1613
367	937	1610
368	940	1607
369	942	1604
370	944	1601
371	946	1598
372	948	1595
373	951	1592
374	953	1589
375	955	1586
376	958	1583
377	960	1580
378	963	1578
379	966	1576
380	968	1573
381	971	1571
382	973	1568
383	976	1566
384	978	1563
385	981	1561
386	983	1558
387	986	1555
388	988	1552
389	990	1549
390	993	1546
391	996	1545
392	999	1543
393	1001	1540
394	1003	1537
395	1005	1534
396	1008	1531
397	1010	1528
398	1012	1525
399	1015	1522
400	1017	1519
401	1019	1517
402	1022	1514
403	1024	1511
404	1027	1509
405	1030	1507
406	1032	1504
407	1035	1502
408	1038	1499
409	1040	1497
410	1043	1494
411	1045	1492
412	1048	1490
413	1050	1487
414	1053	1484
415	1055	1481
416	1058	1479
417	1060	1476
418	1062	1473
419	1065	1471
420	1068	1468
421	1070	1466
422	1073	1464
423	1075	1461
424	1078	1459
425	1081	1456
426	1083	1454
427	1086	1451
428	1088	1449
429	1091	1446
430	1094	1444
431	1096	1441
432	1098	1438
433	1101	1436
434	1103	1433
435	1106	1431
436	1109	1428
437	1111	1426
438	1114	1424
439	1116	1421
440	1119	1419
441	1122	1416
442	1124	1414
443	1127	1411
444	1130	1409
445	1132	1407
446	1135	1405
447	1139	1403
448	1141	1401
449	1144	1398
450	1146	1395
451	1149	1393
452	1151	1390
453	1154	1388
454	1156	1385
455	1159	1383
456	1162	1380
457	1164	1378
458	1167	1375
459	1169	1373
460	1171	1370
461	1174	1367
462	1176	1364
463	1178	1361
464	1181	1359
465	1184	1357
466	1186	1354
467	1188	1351
468	1191	1348
469	1193	1346
470	1196	1343
471	1198	1340
472	1201	1338
473	1203	1335
474	1206	1332
475	1208	1330
476	1211	1328
477	1213	1325
478	1216	1323
479	1219	1320
480	1222	1318
481	1224	1316
482	1227	1313
483	1229	1311
484	1232	1308
485	1235	1306
486	1237	1303
487	1240	1301
488	1242	1298
489	1245	1295
490	1247	1293
491	1250	1290
492	1252	1288
493	1255	1285
494	1257	1282
495	1259	1280
496	1262	1277
497	1264	1275
498	1267	1272
499	1269	1269
500	1271	1266
501	1274	1264
502	1276	1261
503	1278	1258
504	1281	1255
505	1283	1253
506	1286	1250
507	1288	1247
508	1290	1245
509	1293	1242
510	1295	1240
511	1298	1237
512	1300	1234
513	1302	1231
514	1305	1229
515	1308	1227
516	1310	1224
517	1313	1222
518	1316	1219
519	1318	1217
520	1321	1214
521	1323	1212
522	1326	1210
523	1329	1207
524	1331	1204
525	1334	1202
526	1336	1199
527	1339	1197
528	1341	1194
529	1345	1192
530	1347	1190
531	1350	1187
532	1352	1185
533	1355	1182
534	1357	1180
535	1360	1177
536	1362	1174
537	1365	1172
538	1367	1169
539	1370	1167
540	1373	1164
541	1375	1162
542	1378	1160
543	1381	1157
544	1383	1155
545	1386	1152
546	1388	1149
547	1390	1147
548	1393	1144
549	1395	1141
550	1397	1138
551	1399	1136
552	1402	1133
553	1404	1130
554	1406	1128
555	1409	1125
556	1411	1122
557	1414	1120
558	1416	1117
559	1418	1114
560	1421	1112
561	1423	1109
562	1425	1106
563	1428	1104
564	1430	1101
565	1433	1098
566	1435	1096
567	1438	1093
568	1440	1091
569	1444	1089
570	1446	1087
571	1449	1084
572	1452	1082
573	1454	1079
574	1456	1076
575	1459	1074
576	1462	1071
577	1464	1069
578	1467	1066
579	1470	1064
580	1472	1061
581	1474	1059
582	1477	1056
583	1480	1054
584	1482	1051
585	1485	1049
586	1488	1047
587	1490	1044
588	1493	1042
589	1495	1039
590	1498	1037
591	1501	1034
592	1504	1032
593	1506	1029
594	1509	1027
595	1511	1024
596	1514	1022
597	1517	1019
598	1519	1017
599	1522	1014
600	1524	1012
601	1527	1009
602	1530	1007
603	1532	1004
604	1535	1002
605	1538	1000
606	1540	997
607	1543	994
608	1546	992
609	1549	990
610	1552	988
611	1555	986
612	1557	983
613	1560	980
614	1562	978
615	1565	975
616	1567	973
617	1570	970
618	1573	968
619	1575	965
620	1578	963
621	1580	960
622	1583	958
623	1585	955
624	1588	952
625	1590	950
626	1593	947
627	1596	945
628	1598	942
629	1600	940
630	1603	937
631	1605	934
632	1608	932
633	1610	929
634	1613	927
635	1615	924
636	1618	922
637	1621	919
638	1623	917
639	1626	914
640	1628	912
641	1631	909
642	1633	907
643	1636	904
644	1639	902
645	1641	899
646	1644	897
647	1646	894
648	1649	892
649	1652	889
650	1655	887
651	1657	884
652	1660	882
653	1663	879
654	1665	877
655	1667	874
656	1670	872
657	1672	869
658	1675	867
659	1678	864
660	1680	861
661	1683	859
662	1685	856
663	1688	854
664	1691	851
665	1693	849
666	1695	846
667	1698	844
668	1701	841
669	1703	839
670	1706	836
671	1708	834
672	1711	831
673	1713	828
674	1716	826
675	1718	823
676	1721	821
677	1724	818
678	1726	816
679	1728	813
680	1730	810
681	1733	808
682	1735	805
683	1737	802
684	1740	800
685	1742	797
686	1745	795
687	1747	792
688	1750	790
689	1753	787
690	1755	785
691	1758	782
692	1760	780
693	1763	777
694	1766	775
695	1768	772
696	1771	770
697	1774	767
698	1776	765
699	1779	762
700	1781	759
701	1784	757
702	1786	754
703	1789	752
704	1791	749
705	1794	747
706	1796	744
707	1798	741
708	1801	739
709	1803	736
710	1806	734
711	1808	731
712	1811	729
713	1813	726
714	1816	723
715	1818	721
716	1820	718
717	1823	716
718	1825	713
719	1828	710
720	1830	708
721	1832	705
722	1835	703
723	1837	700
724	1840	697
725	1842	695
726	1845	692
727	1847	690
728	1850	687
729	1853	685
730	1855	682
731	1858	680
732	1861	678
733	1864	675
734	1866	673
735	1869	670
736	1871	667
737	1873	665
738	1876	662
739	1878	660
740	1881	657
741	1884	655
742	1886	652
743	1889	650
744	1891	647
745	1894	644
746	1896	642
747	1899	639
748	1901	637
749	1904	634
750	1906	632
751	1909	629
752	1911	627
753	1914	624
754	1917	622
755	1919	619
756	1922	617
757	1924	614
758	1927	612
759	1930	609
760	1932	607
761	1935	604
762	1938	602
763	1940	599
764	1942	596
765	1945	594
766	1947	591
767	1950	589
768	1953	586
769	1955	584
770	1958	581
771	1961	579
772	1963	576
773	1966	574
774	1968	571
775	1971	569
776	1974	566
777	1976	563
778	1978	561
779	1980	558
780	1983	556
781	1985	553
782	1987	550
783	1990	548
784	1992	545
785	1995	543
786	1998	540
787	2000	538
788	2003	535
789	2005	533
790	2008	530
791	2011	528
792	2013	525
793	2016	523
794	2018	520
795	2021	518
796	2024	515
797	2026	513
798	2029	510
799	2032	508
800	2034	505
801	2037	502
802	2039	500
803	2041	497
804	2044	495
805	2046	492
806	2048	489
807	2051	487
808	2053	484
809	2056	482
810	2059	479
811	2062	477
812	2064	474
813	2066	472
814	2069	469
815	2072	467
816	2075	464
817	2077	462
818	2080	459
819	2082	457
820	2085	454
821	2087	452
822	2090	449
823	2092	446
824	2095	444
825	2097	441
826	2100	439
827	2102	436
828	2105	434
829	2108	431
830	2110	429
831	2113	426
832	2115	424
833	2117	421
834	2119	418
835	2122	416
836	2124	413
837	2127	411
838	2130	408
839	2132	406
840	2134	403
841	2137	401
842	2139	398
843	2142	396
844	2144	393
845	2147	390
846	2149	388
847	2152	385
848	2155	383
849	2158	380
850	2160	378
851	2163	375
852	2165	373
853	2167	370
854	2170	368
855	2172	365
856	2175	362
857	2177	360
858	2180	357
859	2182	355
860	2184	352
861	2186	350
862	2189	347
863	2191	344
864	2193	342
865	2196	339
866	2198	337
867	2201	334
868	2204	332
869	2206	329
870	2209	327
871	2211	324
872	2214	322
873	2216	319
874	2219	317
875	2221	314
876	2224	311
877	2227	309
878	2229	306
879	2232	304
880	2235	301
881	2237	299
882	2239	296
883	2242	294
884	2244	291
885	2247	289
886	2250	286
887	2252	284
888	2255	281
889	2258	279
890	2260	276
891	2262	273
892	2265	271
893	2268	268
894	2270	266
895	2273	263
896	2276	261
897	2278	258
898	2281	256
899	2283	253
900	2286	251
901	2289	248
902	2291	246
903	2293	243
904	2296	241
905	2298	238
906	2300	235
907	2302	233
908	2305	230
909	2308	228
910	2310	225
911	2312	223
912	2315	220
913	2317	218
914	2320	215
915	2322	212
916	2325	210
917	2327	207
918	2330	205
919	2332	202
920	2335	200
921	2337	197
922	2340	195
923	2342	192
924	2345	190
925	2348	187
926	2350	185
927	2353	182
928	2356	180
929	2359	177
930	2361	175
931	2364	172
932	2367	170
933	2369	167
934	2372	164
935	2374	162
936	2377	159
937	2380	157
938	2382	154
939	2385	152
940	2387	149
941	2389	147
942	2391	144
943	2394	142
944	2396	139
945	2398	136
946	2401	134
947	2403	131
948	2406	129
949	2408	126
950	2411	124
951	2414	121
952	2416	119
953	2419	116
954	2421	114
955	2424	111
956	2427	109
957	2429	106
958	2432	103
959	2434	101
960	2437	98
961	2440	96
962	2442	93
963	2445	91
964	2447	88
965	2450	86
966	2452	83
967	2455	81
968	2458	78
969	2460	76
970	2463	73
971	2466	71
972	2468	68
973	2471	65
974	2473	63
975	2476	60
976	2478	58
977	2481	55
978	2484	53
979	2486	50
980	2489	48
981	2491	45
982	2493	43
983	2496	40
984	2498	38
985	2501	35
986	2503	32
987	2505	30
988	2508	27
989	2511	25
990	2513	22
991	2516	20
992	2518	17
993	2521	15
994	2523	12
995	2526	10
996	2528	7
997	2531	5
998	2533	2
999	2536	0
