iter	MultiClass
322	0.9866331712
323	0.9862356451
324	0.9856455337
325	0.9853944916
326	0.9850127194
327	0.9847227718
328	0.9845161422
329	0.9839726789
330	0.9836172982
331	0.9831504449
332	0.9828446512
333	0.9826288565
334	0.9823697537
335	0.981953223
336	0.9815847992
337	0.9812374891
338	0.9809437717
339	0.9805446647
340	0.9800569846
341	0.9796466222
342	0.9792786472
343	0.9788501584
344	0.9784848772
345	0.9780104486
346	0.9775056474
347	0.9769124997
348	0.9765292587
349	0.9761469733
350	0.9756691756
351	0.9753118418
352	0.9749448245
353	0.974620893
354	0.974345297
355	0.9738051709
356	0.9734997491
357	0.9731870731
358	0.9727971439
359	0.9723415308
360	0.9718175938
361	0.9714198503
362	0.9710246413
363	0.9707143563
364	0.9702635449
365	0.9697068053
366	0.9692038499
367	0.9688093613
368	0.9683607897
369	0.9681886023
370	0.9678682718
371	0.9674319617
372	0.966998492
373	0.9666956455
374	0.9661166099
375	0.9658919074
376	0.9656196442
377	0.9654972712
378	0.9650871853
379	0.9646878138
380	0.9644118607
381	0.9640527491
382	0.9637923536
383	0.9634977342
384	0.9631226538
385	0.962736382
386	0.9626143038
387	0.962362646
388	0.9621523427
389	0.9618003031
390	0.9614692851
391	0.961162718
392	0.9607748638
393	0.960261154
394	0.9598695732
395	0.9595602572
396	0.9592487462
397	0.9590550445
398	0.9586423735
399	0.958284239
400	0.9579843666
401	0.9575750522
402	0.957311197
403	0.9568867158
404	0.9565487353
405	0.9559206318
406	0.9555859232
407	0.955309621
408	0.9550027546
409	0.9546796895
410	0.9544057612
411	0.9541561754
412	0.9538967104
413	0.953718746
414	0.9534229477
415	0.9529938496
416	0.9527772235
417	0.9523313364
418	0.9519787575
419	0.9517623098
420	0.9514691003
421	0.9512839787
422	0.9508890119
423	0.9505275095
424	0.9502389458
425	0.9499261845
426	0.9497304977
427	0.9494051998
428	0.9491793738
429	0.9488061601
430	0.9484968868
431	0.9482121842
432	0.9478441244
433	0.9474324339
434	0.9472124403
435	0.9469292525
436	0.9464957782
437	0.9462788916
438	0.9459139063
439	0.9455614247
440	0.9449825211
441	0.9446863341
442	0.9444172119
443	0.9441381009
444	0.9438471255
445	0.9436188555
446	0.9431989503
447	0.942944514
448	0.9426516882
449	0.9422759334
450	0.9419311523
451	0.9414678384
452	0.941215045
453	0.9407378503
454	0.9404269365
455	0.9399833539
456	0.9394926169
457	0.9392138658
458	0.9387771934
459	0.9383248283
460	0.938047551
461	0.9376696502
462	0.9373565255
463	0.9370291855
464	0.9366303081
465	0.9363844725
466	0.9362205108
467	0.9358000515
468	0.9355905349
469	0.9352638816
470	0.9349070589
471	0.9346880768
472	0.9343847041
473	0.9341526389
474	0.933746348
475	0.9334905403
476	0.9331141037
477	0.9327697532
478	0.932514128
479	0.9322166495
480	0.9317370043
481	0.9315786585
482	0.9313760238
483	0.9312207557
484	0.9308457707
485	0.9305910955
486	0.9303170466
487	0.9301087358
488	0.92980173
489	0.9294795343
490	0.9292394439
491	0.9290036313
492	0.9287767744
493	0.9282688069
494	0.9280554179
495	0.9276513219
496	0.9273668891
497	0.9269802165
498	0.926530092
499	0.9261493459
500	0.9257097233
501	0.9254055036
502	0.9250628867
503	0.9247773124
504	0.9244702336
505	0.9242788967
506	0.9239213023
507	0.9235484159
508	0.9233444262
509	0.9231364721
510	0.9228396602
511	0.9225976276
512	0.9225056444
513	0.9220086269
514	0.9217946706
515	0.9214993766
516	0.9213273427
517	0.9210126914
518	0.920752171
519	0.920479239
520	0.9202339128
521	0.9199615534
522	0.9196058064
523	0.9191959805
524	0.9188498354
525	0.9186293105
526	0.9182826753
527	0.9179915306
528	0.9175003378
529	0.9172835639
530	0.9170408716
531	0.916787953
532	0.9165960788
533	0.9163784592
534	0.9160871223
535	0.91576776
536	0.9154110506
537	0.9152550009
538	0.9149482658
539	0.9146049391
540	0.9143553025
541	0.9139916154
542	0.913694347
543	0.9133923326
544	0.912987659
545	0.912762482
546	0.9124788832
547	0.9121436421
548	0.9118844367
549	0.9116530418
550	0.9114037045
551	0.9111209571
552	0.9109542321
553	0.9105856995
554	0.9104515163
555	0.9102334798
556	0.9099799498
557	0.909864684
558	0.9096196317
559	0.9092886835
560	0.9089214021
561	0.908564566
562	0.9083760891
563	0.9080739472
564	0.9077844817
565	0.9075495936
566	0.9071847865
567	0.9068763611
568	0.9066768509
569	0.9062879421
570	0.9059871358
571	0.9057469948
572	0.9054738713
573	0.905083358
574	0.9049570855
575	0.9047883619
576	0.9045755601
577	0.9043172703
578	0.9041536911
579	0.9039543235
580	0.9038002933
581	0.9036068809
582	0.9034345461
583	0.9031199431
584	0.9028914048
585	0.9027521118
586	0.9023615051
587	0.9021121453
588	0.9018278794
589	0.9017014048
590	0.9014290231
591	0.9011074
592	0.9008086089
593	0.9006501294
594	0.9002297064
595	0.8997628398
596	0.8996091602
597	0.8993581661
598	0.8989511529
599	0.8986649051
600	0.8985067988
601	0.8982164161
602	0.8979957637
603	0.8977007728
604	0.8974666685
605	0.8972491757
606	0.8969456336
607	0.8966934992
608	0.896455934
609	0.8962562389
610	0.8959946997
611	0.8957092015
612	0.8953307188
613	0.895105493
614	0.8948571925
615	0.8944684292
616	0.8942124096
617	0.8940953541
618	0.8938156185
619	0.8934767507
620	0.8931538478
621	0.892916949
622	0.8925494217
623	0.8922738754
624	0.8918901311
625	0.8915759751
626	0.8911681281
627	0.8907758421
628	0.8905393086
629	0.8901698702
630	0.8899790723
631	0.8898508488
632	0.889488854
633	0.8892487727
634	0.8889559189
635	0.8888335058
636	0.8883687232
637	0.8881273674
638	0.8879633976
639	0.8877597091
640	0.8875126061
641	0.8873466315
642	0.8870461958
643	0.8868515018
644	0.8866316187
645	0.8864137733
646	0.8862509773
647	0.8860897849
648	0.8858913593
649	0.8856982248
650	0.8854689237
651	0.8851963149
652	0.8850330152
653	0.8846725127
654	0.8843948015
655	0.884218826
656	0.8839809957
657	0.8837576375
658	0.8836193631
659	0.8833012233
660	0.8831254907
661	0.8827298887
662	0.8825246658
663	0.8822035208
664	0.8819712998
665	0.8815205916
666	0.8812132948
667	0.8810333253
668	0.8806935375
669	0.8804362932
670	0.8800529079
671	0.8799178355
672	0.8797168523
673	0.879541315
674	0.8792012548
675	0.8789201674
676	0.8786885066
677	0.8782708415
678	0.8780955173
679	0.8778264466
680	0.877703981
681	0.8773419642
682	0.8770826539
683	0.876698634
684	0.8763828365
685	0.8761832405
686	0.8760862515
687	0.8757841238
688	0.8755147649
689	0.8752447737
690	0.8751105681
691	0.8749479207
692	0.874721831
693	0.8744814347
694	0.8743176846
695	0.8740143712
696	0.8737704125
697	0.8733984918
698	0.8731577451
699	0.8729175964
700	0.8725593347
701	0.8723851243
702	0.8721271839
703	0.8715396763
704	0.8712553064
705	0.8709668073
706	0.8707874962
707	0.8705694947
708	0.8703194329
709	0.8701646111
710	0.869921857
711	0.8697008728
712	0.8695504447
713	0.8694160867
714	0.8691915659
715	0.8689181801
716	0.8687041664
717	0.8683802276
718	0.868227951
719	0.8679845264
720	0.8677427803
721	0.8675127518
722	0.8672088555
723	0.8670815381
724	0.866785507
725	0.8665289696
726	0.8663741228
727	0.8660845089
728	0.8659464816
729	0.8656884777
730	0.8654647168
731	0.865188187
732	0.8649082938
733	0.8647759371
734	0.8644547419
735	0.8643232376
736	0.8641797941
737	0.8638834243
738	0.8635792067
739	0.8633582248
740	0.8631193881
741	0.862856809
742	0.8625946631
743	0.8624328706
744	0.8620871545
745	0.8618718196
746	0.8616181072
747	0.8613791524
748	0.8611604447
749	0.8608824258
750	0.8606629989
751	0.8602345194
752	0.859897109
753	0.8596119236
754	0.8593949826
755	0.8592005355
756	0.8590371747
757	0.8588955019
758	0.8586529077
759	0.858282206
760	0.8581813219
761	0.8579567599
762	0.8576872424
763	0.8575086255
764	0.8573005395
765	0.8568288418
766	0.8566283225
767	0.8562506861
768	0.8559332587
769	0.8558444069
770	0.8556472032
771	0.8553582188
772	0.8551587494
773	0.8550433127
774	0.8548036204
775	0.8544972088
776	0.8542768361
777	0.8540179886
778	0.8537118329
779	0.8535199602
780	0.8534060145
781	0.8532092983
782	0.8529534266
783	0.8527212235
784	0.8525685883
785	0.852354964
786	0.8522568389
787	0.8519593352
788	0.851718194
789	0.8513742537
790	0.8511493208
791	0.8508593854
792	0.8505324962
793	0.8501662612
794	0.8499041756
795	0.8496648149
796	0.8493713776
797	0.8491124041
798	0.8487651106
799	0.8485939328
800	0.8483488052
801	0.8481694972
802	0.8480081948
803	0.847894956
804	0.8477776253
805	0.8475209932
806	0.8473107602
807	0.8469848301
808	0.8468009542
809	0.8466332497
810	0.8464335631
811	0.8462829551
812	0.8459465568
813	0.8457712063
814	0.84558975
815	0.8454577367
816	0.845127577
817	0.8449889047
818	0.8447309355
819	0.8443911905
820	0.8440607527
821	0.843919789
822	0.8437884953
823	0.8434270071
824	0.843240439
825	0.8430519777
826	0.8428343635
827	0.8425352443
828	0.8422365866
829	0.8420680888
830	0.8417218423
831	0.8416274479
832	0.8412946291
833	0.8409699291
834	0.8408309133
835	0.8404417933
836	0.8401207623
837	0.839911751
838	0.8396756498
839	0.8394648005
840	0.8392672641
841	0.8389590999
842	0.8386964406
843	0.8383894679
844	0.8382203623
845	0.8380744927
846	0.8378412684
847	0.8375900376
848	0.8372460268
849	0.8371002939
850	0.836933252
851	0.8367651381
852	0.8364438774
853	0.8362647723
854	0.8358482784
855	0.8356697571
856	0.8354354207
857	0.835246324
858	0.8349948154
859	0.83483222
860	0.8345334352
861	0.8343203143
862	0.8340713655
863	0.833858039
864	0.8336848272
865	0.8335441838
866	0.8333649927
867	0.833178059
868	0.8328699131
869	0.8326291725
870	0.8323778761
871	0.8320043766
872	0.8315034949
873	0.8312953354
874	0.8312006815
875	0.8310969292
876	0.83086318
877	0.830453702
878	0.8302551604
879	0.8301207028
880	0.829886403
881	0.8296259604
882	0.8292724934
883	0.8290777345
884	0.8288080812
885	0.8286234532
886	0.8284480855
887	0.8283665962
888	0.8281452967
889	0.8279331776
890	0.8277608463
891	0.8274441262
892	0.8272237501
893	0.8270459253
894	0.8268474268
895	0.8265603921
896	0.8263844569
897	0.8261680903
898	0.8259532778
899	0.8257267996
900	0.8255338999
901	0.825329559
902	0.8251459368
903	0.8250173636
904	0.824727328
905	0.8245145528
906	0.8241594828
907	0.8238440123
908	0.8236645093
909	0.8233740867
910	0.8232215218
911	0.8229846957
912	0.8228844377
913	0.8226405307
914	0.8223719279
915	0.8220909869
916	0.8220200818
917	0.8218244986
918	0.8215593697
919	0.8212445146
920	0.8210617209
921	0.8209342113
922	0.8207197333
923	0.8203555042
924	0.8201359627
925	0.8199647746
926	0.819637514
927	0.8194195944
928	0.819251848
929	0.8188687239
930	0.8185347331
931	0.8183684176
932	0.8181941983
933	0.8180014988
934	0.8177301567
935	0.8173843784
936	0.8171744265
937	0.8170253393
938	0.8167792049
939	0.81664886
940	0.8163890074
941	0.8161461911
942	0.8160231082
943	0.8158237286
944	0.8157147259
945	0.8155763584
946	0.8154684602
947	0.8152848149
948	0.8151200281
949	0.8150235181
950	0.8147833998
951	0.8146763567
952	0.8144611214
953	0.8142288185
954	0.8139977401
955	0.8137623508
956	0.8135608696
957	0.8133499352
958	0.8130438212
959	0.8128018133
960	0.8126475409
961	0.8125131425
962	0.8121835019
963	0.8119513723
964	0.8117226186
965	0.8115641931
966	0.8113963498
967	0.8112442175
968	0.8109677468
969	0.8108130522
970	0.8105728472
971	0.8103152687
972	0.8102263477
973	0.8099377844
974	0.8096192515
975	0.8093881099
976	0.8091523718
977	0.8090101862
978	0.8087933887
979	0.8085650061
980	0.8082748904
981	0.8080881632
982	0.807918821
983	0.807692769
984	0.8075291887
985	0.8073371001
986	0.8071264094
987	0.8069818833
988	0.8068252628
989	0.8065352972
990	0.8064159183
991	0.8060263759
992	0.8058051949
993	0.8056208244
994	0.8054788365
995	0.8052161624
996	0.8050423124
997	0.8049052217
998	0.8046624651
999	0.8044565928
.8025406448
6
91184743
