iter	RMSE
363	2405.725698
364	2391.124753
365	2385.073621
366	2365.164569
367	2358.722133
368	2344.585899
369	2338.427366
370	2332.3321
371	2315.625636
372	2309.657181
373	2296.032049
374	2279.419305
375	2274.076201
376	2258.838985
377	2253.189977
378	2237.42306
379	2231.896006
380	2226.855405
381	2205.201052
382	2189.360842
383	2184.049978
384	2178.566439
385	2166.137838
386	2161.301351
387	2156.212294
388	2140.733359
389	2135.772095
390	2130.892597
391	2126.418223
392	2111.409646
393	2092.064994
394	2080.250107
395	2075.563798
396	2071.210319
397	2066.641125
398	2062.396798
399	2039.524436
400	2035.103326
401	2021.048447
402	2016.735647
403	2012.466255
404	1996.019952
405	1991.856311
406	1988.005985
407	1983.8907
408	1962.417624
409	1958.424861
410	1954.435309
411	1939.195039
412	1924.739446
413	1920.722036
414	1916.75388
415	1913.012024
416	1909.32106
417	1905.493109
418	1891.775596
419	1879.594238
420	1875.888102
421	1872.400503
422	1863.009533
423	1848.615892
424	1845.110199
425	1832.473721
426	1817.547652
427	1814.237934
428	1810.619644
429	1807.396143
430	1795.277858
431	1782.686043
432	1779.445769
433	1767.895482
434	1764.47569
435	1752.990984
436	1749.972958
437	1746.668964
438	1732.525501
439	1729.280295
440	1726.275844
441	1722.753981
442	1719.62466
443	1716.727447
444	1713.868726
445	1702.431667
446	1699.884434
447	1686.247175
448	1674.483073
449	1671.752871
450	1664.319943
451	1661.450332
452	1654.145467
453	1643.430386
454	1633.293181
455	1630.183598
456	1615.968119
457	1613.467706
458	1600.418091
459	1598.047347
460	1585.006284
461	1582.545274
462	1572.521433
463	1563.305042
464	1560.395208
465	1550.664904
466	1548.202064
467	1545.771161
468	1531.610756
469	1519.574928
470	1508.289167
471	1501.386079
472	1492.757748
473	1480.06459
474	1473.057195
475	1466.193934
476	1459.462051
477	1452.576909
478	1446.400463
479	1439.970263
480	1428.768414
481	1422.854058
482	1413.753874
483	1402.986183
484	1394.497227
485	1392.026548
486	1389.592122
487	1387.56943
488	1385.196217
489	1375.347963
490	1371.173549
491	1362.174521
492	1356.455249
493	1349.701016
494	1339.409656
495	1332.092221
496	1322.155207
497	1315.487215
498	1307.843131
499	1299.745971
500	1293.061814
501	1285.585003
502	1277.957858
503	1267.812952
504	1263.671765
505	1260.815131
506	1256.83289
507	1248.704708
508	1239.485435
509	1230.249946
510	1225.546893
511	1222.584317
512	1215.916748
513	1208.199865
514	1203.849037
515	1201.161088
516	1198.232507
517	1192.74388
518	1186.377583
519	1184.463413
520	1177.629145
521	1175.102704
522	1167.093213
523	1159.825803
524	1152.386174
525	1144.961478
526	1141.543118
527	1138.667567
528	1131.439245
529	1126.782939
530	1119.968157
531	1113.247597
532	1106.981245
533	1100.863123
534	1094.261845
535	1089.321155
536	1082.718093
537	1080.349791
538	1078.4113
539	1072.486561
540	1066.997857
541	1060.12944
542	1055.795121
543	1052.425099
544	1049.405439
545	1047.761947
546	1044.84388
547	1042.643114
548	1036.162704
549	1030.499498
550	1024.118445
551	1021.583442
552	1018.942423
553	1016.185101
554	1012.622834
555	1010.389813
556	1004.419727
557	1002.351308
558	1000.55901
559	999.3676883
560	996.9636637
561	995.3113268
562	993.3806359
563	987.8156368
564	986.6791916
565	984.2369019
566	980.4982494
567	975.7094618
568	970.4666784
569	965.6595439
570	959.9805862
571	954.5113933
572	949.6925036
573	946.1404037
574	944.8116105
575	942.735243
576	940.8828905
577	936.5466286
578	933.1634932
579	928.6724721
580	926.9184297
581	924.6198006
582	920.5864032
583	918.6279901
584	915.7827148
585	908.7219509
586	904.6609777
587	899.7590748
588	898.7612995
589	894.2008586
590	888.1034884
591	883.6691882
592	879.3632541
593	876.3249498
594	874.2998964
595	870.3597314
596	869.4408614
597	866.8903958
598	863.6548823
599	859.7554083
600	855.9920257
601	854.0394001
602	849.4221102
603	845.6573467
604	841.9356149
605	838.770659
606	836.8768542
607	833.6123837
608	831.6682919
609	827.3595945
610	824.5200911
611	822.7360291
612	819.2843282
613	816.0072324
614	811.4869679
615	809.9405522
616	807.1364421
617	805.5031472
618	802.2771745
619	800.8521584
620	795.539674
621	794.574098
622	790.2171883
623	788.5299197
624	784.8024057
625	780.7008024
626	779.4975776
627	778.2649295
628	776.3682376
629	774.6545371
630	773.6965617
631	770.9123022
632	767.8548011
633	766.1565544
634	764.3459534
635	762.1601737
636	760.5381957
637	757.2774603
638	754.8358163
639	753.5721772
640	751.4680266
641	749.3979502
642	745.7203193
643	743.1464755
644	741.4082537
645	738.5354661
646	737.2967441
647	735.2878341
648	732.0621868
649	730.0862814
650	727.0002509
651	723.955794
652	721.0723609
653	718.0552424
654	715.6884855
655	710.9719724
656	708.1454267
657	706.6658715
658	704.2934293
659	701.9588906
660	700.0807248
661	696.1794168
662	693.6393221
663	691.4385249
664	689.1001786
665	685.7283862
666	683.1169393
667	681.7933484
668	680.0159875
669	678.3413986
670	677.1808166
671	675.5464027
672	673.7042316
673	672.1986789
674	669.9268624
675	668.5715216
676	665.6742598
677	662.6099776
678	659.4585668
679	656.9126682
680	654.8443276
681	653.030969
682	650.3729668
683	648.1065073
684	645.0696809
685	643.6115531
686	640.9762439
687	638.3462892
688	635.0712605
689	633.8010281
690	631.6625472
691	628.9876488
692	626.4563219
693	622.0199625
694	620.1519208
695	617.4787273
696	616.2657256
697	613.852777
698	611.1625437
699	609.3084195
700	606.3789645
701	602.273581
702	600.8506993
703	599.415283
704	596.666865
705	594.7590409
706	592.4063242
707	589.1766857
708	585.7689578
709	582.0186843
710	580.1813217
711	576.6444446
712	574.4109926
713	572.6810092
714	570.2469818
715	568.8725631
716	566.279405
717	562.8140457
718	559.3781202
719	558.2366299
720	556.9100787
721	554.3971336
722	550.3391653
723	549.5390659
724	546.6193081
725	544.0486284
726	542.4793842
727	540.5372843
728	538.1117908
729	535.667674
730	532.8057349
731	530.0897246
732	528.8343654
733	525.4651449
734	523.2312709
735	522.2745223
736	520.5197072
737	519.0587264
738	518.2712677
739	514.7254103
740	513.5114197
741	512.3162057
742	509.8986602
743	507.1828956
744	506.2265587
745	503.3353607
746	500.9268349
747	498.7560092
748	497.4342474
749	494.0864234
750	491.9457414
751	488.4580311
752	487.4982228
753	484.6561877
754	482.0507409
755	478.5821507
756	476.8366842
757	473.9847252
758	470.8322557
759	469.9295827
760	467.5324524
761	464.7668398
762	463.69045
763	460.5427264
764	458.6928866
765	456.4787682
766	455.7233896
767	454.5740872
768	452.4267677
769	450.4802154
770	448.428546
771	446.4474644
772	444.2942544
773	443.4641536
774	441.362752
775	438.0514281
776	436.4548641
777	434.9361211
778	431.8179618
779	430.4773073
780	428.3159107
781	425.6303808
782	424.2547597
783	423.5112063
784	422.5802422
785	420.0869934
786	418.23283
787	416.2756712
788	412.7825572
789	412.0966839
790	410.7184904
791	410.044855
792	408.0775408
793	405.0664515
794	404.3471138
795	403.6318314
796	400.6322608
797	399.9046018
798	399.2461321
799	396.9512923
800	395.3333997
801	393.2096685
802	390.4292016
803	387.7372693
804	387.0847763
805	384.8957496
806	382.9194121
807	381.0405613
808	379.7251486
809	378.1463871
810	375.9043732
811	375.249185
812	373.2133402
813	371.0508705
814	370.5242868
815	369.7751037
816	369.2174151
817	368.0917578
818	366.4146421
819	365.6402039
820	364.9316524
821	364.3577669
822	363.0816644
823	360.9483907
824	359.5207137
825	358.9555965
826	358.3990947
827	356.8144353
828	355.1030951
829	353.1810912
830	351.8368959
831	350.7401846
832	350.099088
833	349.2008546
834	348.5705655
835	347.8948657
836	347.2379076
837	345.9607575
838	344.6088512
839	344.0225076
840	343.4407693
841	342.2801813
842	340.8417943
843	340.3569702
844	338.9778691
845	337.0268759
846	335.0054432
847	333.7374842
848	332.3916273
849	331.6561701
850	330.0362685
851	329.2956225
852	328.7937332
853	327.328057
854	325.9013257
855	325.2530062
856	323.8157851
857	322.3361759
858	320.4442035
859	318.1613614
860	316.4107729
861	315.9800211
862	315.4239171
863	314.0714927
864	312.427173
865	311.2918936
866	309.9562814
867	309.5563975
868	309.0336871
869	307.4151137
870	306.3931277
871	305.9739174
872	305.4358594
873	303.9128686
874	303.4698446
875	302.5328554
876	302.0758924
877	300.9798669
878	300.0333598
879	297.9906429
880	297.0328003
881	296.5999337
882	295.4998364
883	294.7026957
884	294.0748143
885	292.7312132
886	291.8479738
887	290.3212536
888	289.7986376
889	289.4294082
890	287.6840792
891	285.8371772
892	284.951545
893	284.370215
894	283.8263402
895	282.2297861
896	281.8748216
897	281.3719289
898	279.7431648
899	279.2408038
900	278.2549249
901	276.4278614
902	274.9364509
903	273.8698778
904	272.9107335
905	272.5974693
906	270.9828046
907	269.8917672
908	269.1241673
909	268.3879999
910	268.0845055
911	266.7847214
912	265.2115952
913	263.5859696
914	262.6631777
915	261.9250841
916	260.4654969
917	259.9023657
918	258.8891002
919	257.8525486
920	257.2902594
921	256.3072809
922	254.7616414
923	253.3829656
924	252.6847672
925	251.1690896
926	250.8383227
927	250.0068924
928	248.2568575
929	247.1172604
930	245.9261861
931	245.5797604
932	244.8458913
933	244.5735775
934	243.8236048
935	243.1948374
936	241.6751791
937	240.4971801
938	239.2612123
939	238.1439155
940	236.979287
941	235.7859011
942	235.1358099
943	233.9826067
944	233.1217125
945	232.6824145
946	231.299672
947	229.9552854
948	229.4979238
949	229.2393177
950	228.3559025
951	226.8021487
952	225.9159193
953	225.0276048
954	224.5655511
955	223.6807318
956	222.8196755
957	222.1322981
958	221.8641911
959	221.3690115
960	220.3463126
961	220.1350231
962	219.3164
963	218.4630167
964	217.6952271
965	216.9496482
966	216.1701853
967	215.168
968	214.0726356
969	213.6046958
970	212.8875357
971	211.7657776
972	210.7621055
973	210.3024157
974	209.1848671
975	208.3831577
976	207.2920389
977	206.2671815
978	206.0507881
979	205.4368686
980	204.5203098
981	204.0859108
982	203.0152581
983	202.1417604
984	201.6954011
985	201.4014132
986	200.6469712
987	200.2022392
988	199.7955155
989	199.0767774
990	198.0724362
991	197.2260931
992	196.2481582
993	194.9164641
994	193.7995354
995	193.3941129
996	192.0935697
997	191.8399844
998	191.6416672
999	191.2239969
