iter	RMSE
0	9.103646777
1	8.931814185
2	8.759128641
3	8.602597099
4	8.445614365
5	8.294896887
6	8.142392364
7	7.993634265
8	7.852200583
9	7.711818801
10	7.573571049
11	7.445318773
12	7.313046548
13	7.181610907
14	7.072367119
15	6.952716625
16	6.846736165
17	6.732305539
18	6.621122675
19	6.512389619
20	6.39685738
21	6.299889117
22	6.217456935
23	6.12222297
24	6.042693939
25	5.957847806
26	5.871694539
27	5.79243154
28	5.704026559
29	5.607609094
30	5.528143867
31	5.454103009
32	5.380635258
33	5.307309326
34	5.242517108
35	5.177220691
36	5.110349292
37	5.04549031
38	4.979690949
39	4.911088837
40	4.851502166
41	4.791266778
42	4.740348777
43	4.668591439
44	4.611852649
45	4.560125776
46	4.51599426
47	4.461091368
48	4.419294154
49	4.375340942
50	4.324238953
51	4.284490095
52	4.237228764
53	4.198443384
54	4.149892212
55	4.107145333
56	4.076424868
57	4.031616108
58	4.001630243
59	3.962067504
60	3.921452451
61	3.888105275
62	3.856693104
63	3.82829199
64	3.792569483
65	3.761189674
66	3.723782017
67	3.687985245
68	3.658344723
69	3.63217804
70	3.603566219
71	3.576169179
72	3.551998212
73	3.520939972
74	3.488501032
75	3.467610948
76	3.439170128
77	3.416146607
78	3.391443882
79	3.363640041
80	3.336922944
81	3.31553456
82	3.292325882
83	3.271506709
84	3.249852774
85	3.224884594
86	3.208154536
87	3.186176668
88	3.161798702
89	3.141957127
90	3.118918927
91	3.099846968
92	3.083519028
93	3.069352631
94	3.049140688
95	3.044842277
96	3.029473065
97	3.013196095
98	3.001245008
99	2.976343673
100	2.963501485
101	2.949244343
102	2.930006959
103	2.908743575
104	2.892866856
105	2.872916681
106	2.861167548
107	2.847375316
108	2.834428358
109	2.819459953
110	2.806768379
111	2.797811255
112	2.784941665
113	2.773441219
114	2.761823122
115	2.747433718
116	2.739840399
117	2.724690668
118	2.711883629
119	2.699333455
120	2.688739888
121	2.677523868
122	2.670745539
123	2.657239466
124	2.644488373
125	2.634499682
126	2.624877571
127	2.6075022
128	2.597116942
129	2.586375993
130	2.580900464
131	2.571802724
132	2.562262318
133	2.553265935
134	2.545011683
135	2.537572408
136	2.528468732
137	2.516016145
138	2.512633631
139	2.500331536
140	2.49033219
141	2.482197114
142	2.467778738
143	2.459975902
144	2.453362147
145	2.446065138
146	2.438369223
147	2.428227918
148	2.419929626
149	2.412664986
150	2.40367233
151	2.401095235
152	2.390906999
153	2.382027604
154	2.375304702
155	2.362160616
156	2.35374392
157	2.344799816
158	2.334681513
159	2.327134691
160	2.318976262
161	2.30970153
162	2.302423999
163	2.295578172
164	2.287465559
165	2.281505983
166	2.272554848
167	2.264060682
168	2.25659544
169	2.252467292
170	2.249103473
171	2.241248618
172	2.230197049
173	2.220265362
174	2.212785664
175	2.203136602
176	2.196289504
177	2.189108991
178	2.179961287
179	2.171960883
180	2.163407766
181	2.157421823
182	2.148813721
183	2.140604108
184	2.129189176
185	2.122573513
186	2.113565266
187	2.110547747
188	2.102697609
189	2.097752337
190	2.093893442
191	2.089263053
192	2.08107277
193	2.07632928
194	2.070165813
195	2.062077836
196	2.053280384
197	2.046352716
198	2.04225878
199	2.039245688
200	2.030518777
201	2.023463428
202	2.017930873
203	2.010974083
204	2.006020247
205	2.001007979
206	1.992386349
207	1.985236151
208	1.978309859
209	1.972709035
210	1.967027794
211	1.964681317
212	1.958686739
213	1.948718763
214	1.941779943
215	1.936013055
216	1.92792374
217	1.924527587
218	1.920347933
219	1.917940099
220	1.913912979
221	1.907462191
222	1.902175442
223	1.896841992
224	1.893512122
225	1.889409786
226	1.883652529
227	1.877537969
228	1.873027958
229	1.867193711
230	1.861437542
231	1.85435411
232	1.845820174
233	1.84211679
234	1.836326511
235	1.833823098
236	1.832299071
237	1.825605744
238	1.820967167
239	1.819286307
240	1.81617809
241	1.814354222
242	1.812396878
243	1.810577931
244	1.803851965
245	1.802711613
246	1.795979233
247	1.78863341
248	1.785672891
249	1.779274886
250	1.775241428
251	1.772052996
252	1.770110349
253	1.76477364
254	1.75884158
255	1.755575567
256	1.752647133
257	1.745934362
258	1.740074343
259	1.73479327
260	1.729451176
261	1.726195356
262	1.723154671
263	1.716660943
264	1.714435483
265	1.708780535
266	1.707411247
267	1.702124573
268	1.694753534
269	1.692369956
270	1.686386532
271	1.68554637
272	1.681491398
273	1.680689265
274	1.673938902
275	1.671970144
276	1.668690407
277	1.66280019
278	1.657982219
279	1.654803476
280	1.649125263
281	1.643830389
282	1.64202181
283	1.636210678
284	1.630619674
285	1.625612196
286	1.622689416
287	1.618187273
288	1.614890291
289	1.612210301
290	1.609323406
291	1.607514727
292	1.603785307
293	1.603143908
294	1.600063441
295	1.595603633
296	1.590671555
297	1.586391786
298	1.585062939
299	1.58442456
300	1.578872776
301	1.57589785
302	1.569737315
303	1.568174737
304	1.564422721
305	1.559307343
306	1.557336815
307	1.551966538
308	1.548314431
309	1.544409274
310	1.541228371
311	1.538956418
312	1.535972881
313	1.535414153
314	1.53176682
315	1.530276836
316	1.525769489
317	1.524478301
318	1.518954631
319	1.514189631
320	1.509016998
321	1.503997473
322	1.502601171
323	1.49840588
324	1.497757984
325	1.492976033
326	1.491194383
327	1.48760881
328	1.486327815
329	1.481550301
330	1.477772097
331	1.477266282
332	1.474597417
333	1.469985788
334	1.4659409
335	1.460849851
336	1.4553181
337	1.453082143
338	1.451710403
339	1.45060127
340	1.450120762
341	1.447053479
342	1.441489403
343	1.438314915
344	1.433792388
345	1.42948864
346	1.426173053
347	1.422888926
348	1.421572857
349	1.418636324
350	1.413307491
351	1.40852477
352	1.403141415
353	1.401014792
354	1.40069758
355	1.398650547
356	1.396148136
357	1.393322825
358	1.389080198
359	1.386088362
360	1.381221526
361	1.37989938
362	1.375782211
363	1.371356109
364	1.370821127
365	1.366515596
366	1.362882798
367	1.359443166
368	1.358623518
369	1.356666341
370	1.352280211
371	1.351414101
372	1.350550391
373	1.349539158
374	1.345347209
375	1.344095159
376	1.338876572
377	1.336277937
378	1.332643803
379	1.331635846
380	1.326919378
381	1.323161466
382	1.32052585
383	1.317904951
384	1.31386445
385	1.311271592
386	1.307756327
387	1.304007283
388	1.302477666
389	1.300898206
390	1.296063127
391	1.295249903
392	1.292875347
393	1.288558332
394	1.285987786
